1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,0
12,0
13,0
14,0
15,0
16,1
17,0
18,0
19,0
20,0
21,1
22,1
23,1
24,1
25,1
26,1
27,1
28,1
29,1
30,1
31,3
32,3
33,3
34,3
35,3
36,3
37,3
38,3
39,3
40,2
41,3
42,3
43,3
44,3
45,3
46,3
47,3
48,3
49,3
50,3
51,6
52,6
53,6
54,6
55,6
56,6
57,6
58,6
59,6
60,6
61,2
62,2
63,2
64,2
65,2
66,2
67,2
68,2
69,2
70,2
71,5
72,5
73,5
74,5
75,5
76,5
77,5
78,5
79,5
80,5
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,4
92,4
93,4
94,4
95,4
96,1
97,4
98,4
99,4
100,4
101,4
102,4
103,4
104,4
105,4
106,4
107,4
108,4
109,4
110,4
111,7
112,7
113,7
114,7
115,7
116,7
117,7
118,7
119,7
120,7
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,5
132,5
133,5
134,5
135,5
136,5
137,5
138,2
139,5
140,5
141,2
142,2
143,2
144,2
145,2
146,2
147,2
148,2
149,2
150,2
